trip_distance,fare_amount,tip_amount,extra,tolls_amount,total_amount,airport_fee,improvement_surcharge,congestion_surcharge,mta_tax
0.66,5.0,0.0,1.0,0.0,6.8,"",0.3,0.0,0.5
8.22,30.5,6.96,1.0,0.0,41.76,"",0.3,2.5,0.5
0.93,5.5,0.0,1.0,0.0,9.8,"",0.3,2.5,0.5
1.0,6.5,2.16,1.0,0.0,12.96,"",0.3,2.5,0.5
2.4,9.5,2.76,1.0,0.0,16.56,"",0.3,2.5,0.5
2.03,9.0,2.66,1.0,0.0,15.96,"",0.3,2.5,0.5
1.6,8.5,2.55,3.5,0.0,15.35,"",0.3,2.5,0.5
0.8,6.0,2.06,3.5,0.0,12.36,"",0.3,2.5,0.5
1.2,6.5,2.15,3.5,0.0,12.95,"",0.3,2.5,0.5
1.0,5.5,1.96,3.5,0.0,11.76,"",0.3,2.5,0.5
1.15,7.0,2.82,1.0,0.0,14.12,"",0.3,2.5,0.5
2.1,11.0,1.53,1.0,0.0,16.83,"",0.3,2.5,0.5
1.85,8.5,3.84,1.0,0.0,16.64,"",0.3,2.5,0.5
0.81,4.5,2.2,1.0,0.0,11.0,"",0.3,2.5,0.5
1.2,6.5,2.16,1.0,0.0,12.96,"",0.3,2.5,0.5
2.06,8.5,2.56,1.0,0.0,15.36,"",0.3,2.5,0.5
0.77,4.5,1.76,1.0,0.0,10.56,"",0.3,2.5,0.5
1.43,7.0,2.82,1.0,0.0,14.12,"",0.3,2.5,0.5
2.89,11.5,3.16,1.0,0.0,18.96,"",0.3,2.5,0.5
2.12,9.5,2.76,1.0,0.0,16.56,"",0.3,2.5,0.5
1.3,6.5,0.0,3.5,0.0,10.8,"",0.3,2.5,0.5
4.3,16.0,4.05,3.5,0.0,24.35,"",0.3,2.5,0.5
3.76,20.5,0.0,1.0,0.0,24.8,"",0.3,2.5,0.5
6.49,22.0,5.95,1.0,0.0,29.75,"",0.3,0.0,0.5
3.47,13.0,4.33,1.0,0.0,21.63,"",0.3,2.5,0.5
2.02,9.5,2.76,1.0,0.0,16.56,"",0.3,2.5,0.5
1.88,8.0,1.23,1.0,0.0,13.53,"",0.3,2.5,0.5
1.7,8.0,1.0,3.5,0.0,13.3,"",0.3,2.5,0.5
1.1,7.0,1.0,3.5,0.0,12.3,"",0.3,2.5,0.5
2.5,11.5,1.0,3.5,0.0,16.8,"",0.3,2.5,0.5
4.48,17.5,2.2,1.0,0.0,24.0,"",0.3,2.5,0.5
1.4,7.5,3.5,3.5,0.0,15.3,"",0.3,2.5,0.5
0.0,2.5,0.0,3.5,0.0,6.8,"",0.3,2.5,0.5
2.5,11.0,3.05,3.5,0.0,18.35,"",0.3,2.5,0.5
1.6,7.5,2.35,3.5,0.0,14.15,"",0.3,2.5,0.5
0.87,5.0,1.86,1.0,0.0,11.16,"",0.3,2.5,0.5
1.17,6.0,2.06,1.0,0.0,12.36,"",0.3,2.5,0.5
2.3,10.5,2.96,1.0,0.0,17.76,"",0.3,2.5,0.5
1.49,7.5,2.36,1.0,0.0,14.16,"",0.3,2.5,0.5
1.41,9.0,0.0,1.0,0.0,13.3,"",0.3,2.5,0.5
5.2,20.0,0.0,1.0,0.0,21.8,"",0.3,0.0,0.5
1.6,8.5,0.0,3.5,0.0,12.8,"",0.3,2.5,0.5
0.9,6.0,1.0,3.5,0.0,11.3,"",0.3,2.5,0.5
3.0,13.5,3.55,3.5,0.0,21.35,"",0.3,2.5,0.5
1.0,6.0,2.55,3.5,0.0,12.85,"",0.3,2.5,0.5
2.7,12.0,1.0,3.5,0.0,17.3,"",0.3,2.5,0.5
1.7,7.5,3.5,3.5,0.0,15.3,"",0.3,2.5,0.5
1.2,7.0,2.0,3.5,0.0,13.3,"",0.3,2.5,0.5
2.67,11.5,3.16,1.0,0.0,18.96,"",0.3,2.5,0.5
0.77,5.5,2.94,1.0,0.0,12.74,"",0.3,2.5,0.5
2.55,9.5,2.76,1.0,0.0,16.56,"",0.3,2.5,0.5
3.4,13.5,1.0,1.0,0.0,18.8,"",0.3,2.5,0.5
2.16,10.0,2.0,1.0,0.0,16.3,"",0.3,2.5,0.5
9.37,32.0,5.0,1.0,0.0,41.3,"",0.3,2.5,0.5
4.63,17.0,5.0,1.0,0.0,26.3,"",0.3,2.5,0.5
1.8,10.0,2.86,1.0,0.0,17.16,"",0.3,2.5,0.5
