trip_distance,fare_amount,tip_amount,extra,tolls_amount,total_amount,airport_fee,improvement_surcharge,congestion_surcharge,mta_tax
0.79,5.0,1.66,0.0,0.0,9.96,"",0.3,2.5,0.5
0.93,6.0,2.32,0.0,0.0,11.62,"",0.3,2.5,0.5
1.2,6.5,0.0,2.5,0.0,9.8,"",0.3,2.5,0.5
1.0,8.0,0.0,2.5,0.0,11.3,"",0.3,2.5,0.5
0.99,6.0,2.79,0.0,0.0,12.09,"",0.3,2.5,0.5
0.7,5.0,1.0,0.0,0.0,9.3,"",0.3,2.5,0.5
5.26,17.5,4.16,0.0,0.0,24.96,"",0.3,2.5,0.5
2.6,12.0,2.3,2.5,0.0,17.6,"",0.3,2.5,0.5
2.2,13.0,0.0,2.5,0.0,16.3,"",0.3,2.5,0.5
0.7,4.5,1.55,2.5,0.0,9.35,"",0.3,2.5,0.5
1.4,8.5,2.95,2.5,0.0,14.75,"",0.3,2.5,0.5
2.6,13.5,3.35,2.5,0.0,20.15,"",0.3,2.5,0.5
1.9,8.5,1.0,2.5,0.0,12.8,"",0.3,2.5,0.5
0.5,5.0,2.0,2.5,0.0,10.3,"",0.3,2.5,0.5
2.8,11.5,0.0,2.5,0.0,14.8,"",0.3,2.5,0.5
1.51,8.0,0.0,0.0,0.0,8.8,"",0.3,0.0,0.5
1.6,9.0,1.0,2.5,0.0,13.3,"",0.3,2.5,0.5
0.68,5.0,0.0,0.0,0.0,5.8,"",0.3,0.0,0.5
0.66,6.0,0.0,0.0,0.0,9.3,"",0.3,2.5,0.5
0.66,6.5,0.0,0.0,0.0,9.8,"",0.3,2.5,0.5
1.85,8.5,2.36,0.0,0.0,14.16,"",0.3,2.5,0.5
1.72,8.0,2.26,0.0,0.0,13.56,"",0.3,2.5,0.5
3.05,12.0,0.0,0.0,0.0,12.8,"",0.3,0.0,0.5
1.26,7.0,0.0,0.0,0.0,7.8,"",0.3,0.0,0.5
1.1,6.5,1.47,2.5,0.0,11.27,"",0.3,2.5,0.5
0.5,5.0,1.65,2.5,0.0,9.95,"",0.3,2.5,0.5
1.4,9.0,2.45,2.5,0.0,14.75,"",0.3,2.5,0.5
1.3,7.5,2.15,2.5,0.0,12.95,"",0.3,2.5,0.5
2.72,15.0,0.0,0.0,0.0,18.3,"",0.3,2.5,0.5
8.8,28.0,0.0,2.5,6.12,37.42,"",0.3,2.5,0.5
1.6,7.5,0.0,0.0,0.0,10.8,"",0.3,2.5,0.5
1.63,9.0,2.46,0.0,0.0,14.76,"",0.3,2.5,0.5
0.97,6.5,2.0,0.0,0.0,11.8,"",0.3,2.5,0.5
2.32,11.0,2.36,0.0,0.0,14.16,"",0.3,0.0,0.5
7.6,38.0,0.0,2.5,0.0,41.3,"",0.3,2.5,0.5
1.16,6.0,1.4,0.0,0.0,10.7,"",0.3,2.5,0.5
1.83,8.0,2.26,0.0,0.0,13.56,"",0.3,2.5,0.5
1.44,8.0,1.7,0.0,0.0,13.0,"",0.3,2.5,0.5
